,gameId,playId,pass_rate_off,pass_rate_def
6094,2022100213,3460,0.5819209039548022,0.6632653061224489
6116,2022092502,664,0.6466165413533834,0.6821705426356589
6138,2022102400,1783,0.5340909090909091,0.5
6160,2022091103,1405,,
6182,2022091806,1189,0.6724137931034483,0.603448275862069
6204,2022091804,576,0.4482758620689655,0.5362318840579711
6226,2022091811,141,0.7636363636363637,0.625
6248,2022092504,2213,0.6818181818181818,0.6715328467153284
6270,2022102301,1438,0.6254295532646048,0.6219839142091153
6292,2022091200,3980,,
6314,2022100902,4097,0.4866920152091255,0.6550218340611353
6336,2022091105,643,,
6358,2022101300,1297,0.7033639143730887,0.5032894736842105
6380,2022102302,382,0.654054054054054,0.6487935656836461
6402,2022102400,2281,0.5048543689320388,0.6151761517615176
6424,2022091803,2831,0.6,0.640625
6446,2022101607,602,0.67,0.6006006006006006
6468,2022092200,3812,0.6578947368421053,0.6880733944954128
6490,2022102000,2335,0.5822102425876011,0.6253687315634219
6512,2022101602,2861,0.5806451612903226,0.5680272108843537
6534,2022092505,2601,0.591304347826087,0.7737226277372263
6556,2022100912,3556,0.6808510638297872,0.6150442477876106
6578,2022091809,3911,0.7241379310344828,0.6724137931034483
6600,2022100213,2780,0.5819209039548022,0.6632653061224489
6622,2022100908,802,0.4890829694323144,0.64453125
6644,2022092502,3024,0.6466165413533834,0.6821705426356589
6666,2022091105,889,,
6688,2022091809,122,0.7241379310344828,0.6724137931034483
6710,2022091106,1218,,
6732,2022090800,692,,
6754,2022091107,469,,
6776,2022101606,3681,0.6007462686567164,0.6
6798,2022100901,3933,0.6133333333333333,0.6206896551724138
6820,2022091109,359,,
6842,2022102307,1880,0.6342105263157894,0.6443850267379679
6864,2022100902,3794,0.4866920152091255,0.6550218340611353
6886,2022101603,200,0.6445783132530121,0.573943661971831
6908,2022102311,334,0.6416184971098265,0.632183908045977
6930,2022091100,1485,,
6952,2022100904,2447,0.6638655462184874,0.47639484978540775
6974,2022100200,2065,0.7005649717514124,0.6063829787234043
6996,2022110700,518,0.5704845814977973,0.6143790849673203
7018,2022091812,3298,0.7068965517241379,0.5
7040,2022100903,1249,0.5732758620689655,0.5381526104417671
7062,2022101300,610,0.48360655737704916,0.5946843853820598
7084,2022091806,1211,0.6724137931034483,0.603448275862069
7106,2022102300,2094,0.6099071207430341,0.5739130434782609
7128,2022102309,3964,0.6621621621621622,0.5686274509803921
7150,2022092508,2085,0.5826771653543307,0.6639344262295082
7172,2022100910,3505,0.6178010471204188,0.5913978494623656
7194,2022103006,3647,0.6308539944903582,0.5911330049261084
7216,2022110606,2006,0.6502057613168725,0.6572890025575447
7238,2022092507,2017,0.7217391304347827,0.6071428571428571
7260,2022102000,2119,0.5822102425876011,0.6253687315634219
7282,2022101607,1273,0.6517241379310345,0.6277602523659306
7304,2022091803,126,0.6,0.640625
7326,2022091108,614,,
7348,2022100907,547,0.6531531531531531,0.5677966101694916
7370,2022102305,919,0.6683168316831684,
7392,2022092501,3049,0.6311475409836066,0.46511627906976744
7414,2022090800,1406,,
7436,2022091811,3377,0.6842105263157895,0.5573770491803278
7458,2022103007,1656,0.5513784461152882,0.6013824884792627
7480,2022103007,4092,0.5513784461152882,0.6013824884792627
7502,2022102304,3145,0.5730337078651685,0.6092307692307692
7524,2022092503,2583,0.6666666666666666,0.61
7546,2022100902,601,0.4866920152091255,0.6550218340611353
7568,2022102301,2188,0.6602739726027397,0.554016620498615
7590,2022102000,3005,0.6572890025575447,0.6005747126436781
7612,2022100908,2875,0.6581196581196581,0.6150793650793651
7634,2022100913,1248,0.6076555023923444,0.66
7656,2022100906,1388,0.621301775147929,0.556
7678,2022092505,3225,0.591304347826087,0.7737226277372263
7700,2022110604,287,0.5815899581589958,0.6037296037296037
7722,2022102700,3806,0.5662337662337662,0.6033254156769596
7744,2022100903,2377,0.6460176991150443,0.6060606060606061
7766,2022091808,2378,0.5,0.703125
7788,2022091104,1917,,
7810,2022102308,2710,,
7832,2022100910,642,0.6178010471204188,0.5913978494623656
7854,2022092502,1207,0.6440677966101694,0.5483870967741935
7876,2022091103,4872,,
7898,2022102303,3159,0.5481049562682215,
7920,2022092502,3302,0.6440677966101694,0.5483870967741935
7942,2022092507,1036,0.7217391304347827,0.6071428571428571
7964,2022091102,2532,,
7986,2022091811,455,0.7636363636363637,0.625
8008,2022091103,719,,
8030,2022101604,1399,0.6472491909385113,0.6266666666666667
8052,2022092501,308,0.6311475409836066,0.46511627906976744
8074,2022110610,3969,,0.6870229007633588
8096,2022103100,1127,0.5472972972972973,0.6047619047619047
8118,2022103008,3594,0.6513317191283293,
8140,2022103100,3383,0.5472972972972973,0.6047619047619047
8162,2022110601,451,0.6518987341772152,0.5198237885462555
8184,2022102000,1597,0.5822102425876011,0.6253687315634219
8206,2022100205,3458,0.6551724137931034,0.6733668341708543
8228,2022102400,2130,0.5048543689320388,0.6151761517615176
8250,2022110602,2323,0.587378640776699,0.5737704918032787
8272,2022092900,665,0.6515151515151515,0.6972972972972973
8294,2022091104,2807,,
8316,2022103003,96,0.5924932975871313,0.6433734939759036
8338,2022091106,2116,,
8360,2022100209,111,0.5789473684210527,0.7150259067357513
8382,2022101000,2866,0.6692913385826772,0.7154150197628458
8404,2022092501,3662,0.42391304347826086,0.5704697986577181
8426,2022102303,1895,0.5481049562682215,
8448,2022110605,225,0.6608863198458574,0.5991902834008097
8470,2022103012,2786,,0.5130208333333334
8492,2022103001,393,0.6017699115044248,0.6528735632183909
8514,2022100300,799,0.5526315789473685,0.6777777777777778
8536,2022091101,1516,,
8558,2022101609,1884,0.6261682242990654,0.631768953068592
8580,2022102309,934,0.6621621621621622,0.5686274509803921
8602,2022091807,2523,0.75,0.6964285714285714
8624,2022091113,3555,,
8646,2022092509,2062,0.6166666666666667,0.7155963302752294
8668,2022110605,3147,0.5574468085106383,0.556745182012848
8690,2022091101,1980,,
8712,2022092600,1713,0.5785123966942148,0.5346534653465347
8734,2022100911,1260,0.6553030303030303,0.6851063829787234
8756,2022100903,2016,0.5732758620689655,0.5381526104417671
8778,2022091810,1359,0.703125,0.6
8800,2022100204,244,0.7107843137254902,0.6024844720496895
8822,2022091104,4001,,
8844,2022110607,3405,0.6431372549019608,0.6410256410256411
8866,2022092508,3360,0.6946564885496184,0.7
8888,2022102700,2560,0.6737089201877934,0.6658823529411765
8910,2022101604,1091,0.6472491909385113,0.6266666666666667
8932,2022103003,2349,0.6529126213592233,0.5835616438356165
8954,2022102301,3319,0.6254295532646048,0.6219839142091153
8976,2022091107,1841,,
8998,2022100909,2130,0.5148514851485149,0.6192468619246861
9020,2022102400,1560,0.5048543689320388,0.6151761517615176
9042,2022092600,473,0.5785123966942148,0.5346534653465347
9064,2022091801,2635,0.7916666666666666,0.6382978723404256
9086,2022110603,944,0.6047058823529412,0.5150812064965197
9108,2022100204,2227,0.7107843137254902,0.6024844720496895
9130,2022091800,3547,0.603448275862069,0.7916666666666666
9152,2022091500,1983,0.5573770491803278,0.6842105263157895
9174,2022100600,111,0.6398467432950191,0.6096491228070176
9196,2022101607,3036,0.6517241379310345,0.6277602523659306
9218,2022102311,1421,0.6416184971098265,0.632183908045977
9240,2022102308,1845,,
9262,2022102000,4068,0.5822102425876011,0.6253687315634219
9284,2022100910,3282,0.6178010471204188,0.5913978494623656
9306,2022091806,1033,0.6724137931034483,0.603448275862069
9328,2022103003,254,0.6529126213592233,0.5835616438356165
9350,2022092500,242,0.7107438016528925,0.5522388059701493
9372,2022092507,173,0.5252525252525253,0.6194029850746269
9394,2022092502,709,0.6466165413533834,0.6821705426356589
9416,2022110700,2902,0.5704845814977973,0.6143790849673203
9438,2022092510,1388,0.676923076923077,0.6153846153846154
9460,2022100908,3996,0.6581196581196581,0.6150793650793651
9482,2022101610,1301,0.7138047138047138,0.6905537459283387
9504,2022091803,795,0.7258064516129032,0.5909090909090909
9526,2022103009,1713,0.6444444444444445,0.5454545454545454
9548,2022103006,1648,0.6077097505668935,0.6229508196721312
9570,2022091804,2547,0.4482758620689655,0.5362318840579711
9592,2022101700,3285,0.6196721311475409,0.6335616438356164
9614,2022102301,2348,0.6602739726027397,0.554016620498615
9636,2022091807,3043,0.5362318840579711,0.6666666666666666
9658,2022110607,375,0.6431372549019608,0.6410256410256411
9680,2022103009,2317,0.6444444444444445,0.5454545454545454
9702,2022100210,1647,0.6385542168674698,0.576271186440678
9724,2022100203,1723,0.5960264900662252,0.6390532544378699
9746,2022103002,4010,0.5373134328358209,0.5210918114143921
9768,2022103005,3289,0.6414253897550112,
9790,2022101611,2545,0.5392857142857143,0.6789297658862876
9812,2022100904,1458,0.45454545454545453,0.5877551020408164
9834,2022101608,990,0.6959459459459459,0.5570469798657718
9856,2022091105,4373,,
9878,2022110700,3375,0.5932539682539683,0.6790123456790124
9900,2022091801,1838,0.7916666666666666,0.6382978723404256
9922,2022092505,2888,0.591304347826087,0.7737226277372263
9944,2022092505,3581,0.6224489795918368,0.6228070175438597
9966,2022091800,1233,0.603448275862069,0.7916666666666666
9988,2022101605,1677,0.6340694006309149,0.5694915254237288
10010,2022102302,3196,0.654054054054054,0.6487935656836461
10032,2022101602,56,0.5806451612903226,0.5680272108843537
10054,2022091105,2476,,
10076,2022100204,1559,0.6,0.6470588235294118
10098,2022091103,295,,
10120,2022091102,268,,
10142,2022091808,152,0.5,0.703125
10164,2022100212,2897,0.7277777777777777,0.6493506493506493
10186,2022100906,3301,0.6581196581196581,0.6091954022988506
10208,2022091113,3722,,
10230,2022110607,2557,0.6431372549019608,0.6410256410256411
10252,2022110601,2640,0.6518987341772152,0.5198237885462555
10274,2022102311,3447,0.6416184971098265,0.632183908045977
10296,2022092503,2018,0.6666666666666666,0.61
10318,2022100201,1250,0.5227272727272727,0.6583850931677019
10340,2022100909,2200,0.6951672862453532,0.6512605042016807
10362,2022100904,3001,0.6638655462184874,0.47639484978540775
10384,2022100202,546,0.6103896103896104,0.6283783783783784
10406,2022102300,576,0.5396419437340153,0.6747311827956989
10428,2022103007,426,0.6334106728538283,0.5763097949886105
10450,2022102311,2388,0.6416184971098265,0.632183908045977
10472,2022102310,4550,0.6605263157894737,0.5622895622895623
10494,2022091803,2804,0.6,0.640625
10516,2022091900,588,0.5370370370370371,0.75
10538,2022101611,2057,0.5363636363636364,0.6445993031358885
10560,2022100910,1138,0.6178010471204188,0.5913978494623656
10582,2022091103,3505,,
10604,2022110601,3583,0.46846846846846846,0.6488222698072805
10626,2022100211,3472,0.6067415730337079,0.5827814569536424
10648,2022100211,685,0.6067415730337079,0.5827814569536424
10670,2022091110,968,,
10692,2022101300,3231,0.48360655737704916,0.5946843853820598
10714,2022100201,2189,0.5227272727272727,0.6583850931677019
10736,2022091100,3148,,
10758,2022101605,560,0.594059405940594,0.6440129449838188
10780,2022102307,4003,0.6211699164345403,0.5944444444444444
10802,2022110606,1804,0.6754807692307693,0.6
10824,2022110602,124,0.6735966735966736,0.565843621399177
10846,2022091107,3718,,
10868,2022091102,1133,,
10890,2022100901,3981,0.6133333333333333,0.6206896551724138
10912,2022102305,2858,,0.5661971830985916
10934,2022100201,2325,0.47959183673469385,0.654054054054054
10956,2022102309,2323,0.6195652173913043,0.6329479768786127
10978,2022091805,1605,0.6382978723404256,0.5370370370370371
11000,2022103007,1199,0.5513784461152882,0.6013824884792627
11022,2022091805,954,0.6382978723404256,0.5370370370370371
11044,2022101601,2501,0.532871972318339,0.5815602836879432
11066,2022100903,3245,0.6460176991150443,0.6060606060606061
11088,2022110607,2827,0.6431372549019608,0.6410256410256411
11110,2022110607,3499,0.6469194312796208,0.5987124463519313
11132,2022100213,279,0.5819209039548022,0.6632653061224489
11154,2022110602,1972,0.6735966735966736,0.565843621399177
11176,2022100209,2315,0.59375,0.7204968944099379
11198,2022100905,886,0.596078431372549,0.5850622406639004
11220,2022101608,1553,0.6959459459459459,0.5570469798657718
11242,2022091802,1393,0.5909090909090909,0.7258064516129032
11264,2022100910,621,0.6178010471204188,0.5913978494623656
11286,2022091105,3750,,
11308,2022100213,1531,0.6534090909090909,0.6777777777777778
11330,2022101603,4087,0.6445783132530121,0.573943661971831
11352,2022102308,2416,,
11374,2022100202,1214,0.6103896103896104,0.6283783783783784
11396,2022091800,3207,0.603448275862069,0.7916666666666666
11418,2022091500,348,0.5573770491803278,0.6842105263157895
11440,2022092511,1585,,0.6495726495726496
11462,2022091113,2398,,
11484,2022092512,3329,0.5609756097560976,0.7235772357723578
11506,2022092511,3382,0.5491803278688525,
11528,2022100203,1360,0.7087378640776699,0.5894736842105263
11550,2022100904,248,0.6638655462184874,0.47639484978540775
11572,2022100300,1178,0.6588235294117647,0.512396694214876
11594,2022092512,774,0.5609756097560976,0.7235772357723578
11616,2022092502,266,0.6440677966101694,0.5483870967741935
11638,2022092600,2662,0.646551724137931,0.5943396226415094
11660,2022092504,2098,0.6818181818181818,0.6715328467153284
11682,2022092900,1561,0.654320987654321,0.6631578947368421
11704,2022092505,494,0.6224489795918368,0.6228070175438597
11726,2022091803,3396,0.7258064516129032,0.5909090909090909
11748,2022100204,2137,0.6,0.6470588235294118
11770,2022102306,2090,0.6728232189973615,0.5175718849840255
11792,2022091500,2315,0.625,0.7636363636363637
11814,2022091808,2970,0.5,0.703125
11836,2022092501,3570,0.6311475409836066,0.46511627906976744
11858,2022092900,3148,0.6515151515151515,0.6972972972972973
11880,2022103002,1431,0.5373134328358209,0.5210918114143921
11902,2022103002,1865,0.48021108179419525,0.6029411764705882
11924,2022101600,2078,0.503448275862069,0.6213991769547325
11946,2022091807,488,0.75,0.6964285714285714
11968,2022101600,3552,0.5518867924528302,0.6352201257861635
11990,2022091810,979,0.5909090909090909,0.6458333333333334
12012,2022091100,3310,,
12034,2022100207,2909,0.5163398692810458,0.5879120879120879
12056,2022091800,1278,0.603448275862069,0.7916666666666666
12078,2022092600,1228,0.646551724137931,0.5943396226415094
12100,2022091111,1307,,
12122,2022100900,1088,0.5537848605577689,0.5734597156398105
12144,2022100905,395,0.596078431372549,0.5850622406639004
12166,2022092512,1121,0.5041322314049587,0.4842105263157895
